"Bleaching","Ocean","Year","Depth","Storms","HumanImpact","Siltation","Dynamite","Poison","Sewage","Industrial","Commercial"
"No","Pacific",1998,3,"yes","low","never","none","none","none","moderate","none"
"No","Red Sea",1997,3,"yes","moderate","never","none","none","moderate","high","none"
"No","Red Sea",1997,10,"yes","moderate","never","none","none","moderate","high","none"
"No","Red Sea",1997,3,"no","moderate","never","none","none","none","low","none"
"No","Red Sea",1997,10,"no","moderate","never","none","none","none","low","none"
"No","Red Sea",1997,3,"no","moderate","never","none","none","none","low","none"
"No","Red Sea",1997,3,"no","low","never","none","none","none","low","none"
"No","Red Sea",1997,10,"no","low","never","none","none","none","low","none"
"No","Red Sea",1998,3,"yes","high","never","none","none","low","moderate","none"
"No","Red Sea",1998,8,"yes","high","never","none","none","low","moderate","none"
"No","Red Sea",1998,3,"yes","high","never","none","none","low","none","none"
"No","Red Sea",1998,3,"yes","high","never","none","none","low","none","none"
"No","Pacific",1997,3,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,10,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,3,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,10,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,3,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,10,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,3,"yes","moderate","never","none","low","none","none","none"
"No","Pacific",1997,10,"yes","moderate","never","none","low","none","none","none"
"Yes","Pacific",1998,3,"no","low","never","none","none","low","none","none"
"Yes","Pacific",1998,6,"no","low","never","none","none","low","none","none"
"No","Pacific",1998,3,"no","low","never","none","none","low","none","none"
"No","Pacific",1998,6,"no","low","never","none","none","low","none","none"
"No","Pacific",1998,10,"no","low","never","none","none","none","none","none"
"No","Pacific",1998,3,"no","low","never","none","none","none","none","none"
"No","Pacific",1998,10,"no","low","never","none","none","none","none","none"
"No","Indian",2001,12,"yes","moderate","never","none","low","moderate","moderate","none"
"No","Indian",2001,16,"yes","moderate","never","none","low","moderate","moderate","none"
"No","Indian",2002,4.5,"yes","high","never","none","none","moderate","high","none"
"No","Atlantic",2008,3,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,3,"no","low","never","none","none","none","none","none"
"No","Atlantic",2009,1.6,"no","low","never","none","none","none","none","none"
"No","Atlantic",2008,3,"no","low","never","none","none","none","none","none"
"No","Atlantic",2008,2,"no","high","occasionally","none","none","none","none","none"
"No","Atlantic",2008,15,"no","low","never","none","none","none","none","none"
"No","Atlantic",2010,21,"no","low","never","none","none","none","none","none"
"No","Atlantic",2009,23,"no","low","never","none","none","none","none","none"
"No","Atlantic",2009,9,"no","low","never","none","none","none","none","none"
"No","Atlantic",2010,8,"no","low","never","none","none","none","none","none"
"No","Atlantic",2009,10,"no","low","never","none","none","none","none","none"
"No","Atlantic",2008,13,"no","low","never","none","none","none","none","none"
"No","Atlantic",2010,14,"no","low","never","none","none","none","none","none"
"No","Atlantic",2009,14,"no","none","never","none","none","none","none","none"
"No","Atlantic",2009,17,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,17,"no","none","never","none","none","none","none","none"
"No","Atlantic",2005,10,"no","none","occasionally","none","none","none","none","none"
"No","Atlantic",2008,10,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,18,"no","none","never","none","none","none","none","none"
"Yes","Indian",2001,15,"yes","low","never","none","low","low","none","none"
"No","Indian",2005,16,"yes","low","never","none","none","none","none","none"
"No","Indian",2001,12.2,"yes","moderate","never","none","none","none","none","none"
"No","Indian",2001,12,"yes","low","never","none","none","none","none","none"
"No","Indian",2005,14.5,"yes","low","never","none","none","none","none","none"
"No","Indian",2005,10.3,"yes","low","never","none","none","none","none","none"
"No","Atlantic",2009,19,"no","low","never","none","none","none","none","none"
"No","Atlantic",2008,18,"no","low","never","none","none","none","none","none"
"No","Atlantic",2005,16,"no","none","never","none","none","low","none","none"
"No","Atlantic",2008,5,"no","low","never","none","none","none","none","none"
"No","Indian",2001,15.5,"yes","low","never","none","none","low","none","none"
"No","Atlantic",2010,2,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2.5,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2.5,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2.5,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2.5,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,4,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,8,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,2,"no","none","never","none","none","none","none","none"
"No","Atlantic",2010,3,"no","none","never","none","none","none","none","none"
"No","Red Sea",2008,11,"no","low","occasionally","none","none","low","none","low"
"No","Red Sea",2009,11,"no","moderate","never","none","none","low","none","low"
"No","Red Sea",2009,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,10,"no","low","never","none","none","none","none","none"
"No","Red Sea",2008,12,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2006,9,"no","high","never","none","none","high","none","none"
"No","Red Sea",2009,5,"no","low","never","none","none","low","none","none"
"No","Red Sea",2009,7,"no","low","never","none","none","none","low","none"
"No","Red Sea",2009,5,"no","moderate","occasionally","none","none","low","low","none"
"No","Red Sea",2009,10,"no","moderate","occasionally","none","none","low","low","none"
"No","Atlantic",2010,2.5,"no","none","never","none","none","none","none","none"
"No","Atlantic",2003,3,"no","none","never","none","none","none","none","none"
"No","Red Sea",2014,5,"no","high","occasionally","none","none","none","none","none"
"No","Red Sea",2014,10,"no","high","occasionally","none","none","none","none","none"
"No","Red Sea",2005,5,"yes","high","always","low","none","none","none","none"
"No","Red Sea",2005,10,"yes","high","always","low","none","none","none","none"
"No","Red Sea",2017,5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2017,11,"yes","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2005,7.5,"yes","high","always","low","none","none","none","none"
"No","Red Sea",2014,5,"no","high","occasionally","none","none","none","none","none"
"No","Red Sea",2014,10,"no","high","occasionally","none","none","none","none","none"
"No","Red Sea",2005,10,"yes","low","occasionally","low","none","none","none","none"
"No","Red Sea",2005,5,"yes","low","occasionally","low","none","none","none","none"
"No","Red Sea",2017,5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2017,11,"yes","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2005,10,"yes","low","occasionally","low","none","none","none","none"
"No","Red Sea",2005,5,"yes","low","occasionally","low","none","none","none","none"
"No","Red Sea",2017,5,"yes","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2017,11,"yes","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2002,10,"yes","moderate","never","none","none","none","none","none"
"No","Red Sea",2004,10,"no","high","often","none","none","moderate","none","none"
"No","Red Sea",2003,10,"yes","low","occasionally","none","none","low","none","none"
"No","Red Sea",2007,10,"no","low","never","none","none","none","none","none"
"No","Red Sea",1997,10,"yes","high","never","none","none","none","none","none"
"Yes","Red Sea",2000,10,"yes","moderate","never","none","none","none","none","none"
"No","Red Sea",2003,10,"yes","moderate","occasionally","none","none","low","none","low"
"No","Red Sea",2002,5,"no","high","never","none","none","low","none","none"
"Yes","Red Sea",2000,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2000,10,"no","low","never","none","none","none","none","none"
"Yes","Red Sea",2000,10,"yes","low","never","none","none","none","none","none"
"Yes","Red Sea",2000,5,"yes","low","never","none","none","none","none","none"
"No","Red Sea",2002,5.5,"yes","moderate","never","none","none","low","none","none"
"No","Red Sea",2002,10,"yes","moderate","never","none","none","low","none","none"
"Yes","Red Sea",2000,10,"yes","moderate","never","none","none","low","none","none"
"Yes","Red Sea",2000,5,"yes","moderate","never","none","none","low","none","none"
"No","Red Sea",2001,10,"no","low","never","none","none","low","none","none"
"No","Red Sea",2002,10,"yes","moderate","never","none","none","low","none","none"
"No","Red Sea",2000,10,"yes","moderate","never","none","none","moderate","none","none"
"No","Red Sea",2000,5,"yes","moderate","never","none","none","moderate","none","none"
"No","Red Sea",2003,10,"yes","moderate","occasionally","none","none","low","none","low"
"No","Red Sea",2003,10,"no","high","often","none","none","low","none","none"
"No","Red Sea",2002,10,"yes","moderate","never","none","none","low","none","none"
"No","Red Sea",2004,5,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2004,10,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2005,10,"no","low","occasionally","none","none","low","none","moderate"
"No","Red Sea",2006,9.5,"no","low","occasionally","none","none","low","none","moderate"
"No","Red Sea",2006,9.5,"no","low","occasionally","none","none","low","none","moderate"
"No","Red Sea",2004,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2004,10,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",1997,10,"yes","moderate","never","none","none","low","none","none"
"No","Red Sea",2000,10,"yes","low","never","none","none","none","none","none"
"No","Red Sea",2005,11,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2006,4,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2006,9.3,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2012,10,"no","low","occasionally","none","none","low","low","low"
"No","Red Sea",2014,10,"no","low","never","none","none","low","low","low"
"No","Red Sea",2015,10,"no","low","occasionally","none","none","low","low","low"
"No","Red Sea",2007,10,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2007,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,10,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2011,5,"no","low","occasionally","none","none","low","none","low"
"No","Indian",2000,16,"yes","none","never","none","none","none","none","none"
"No","Red Sea",2007,10,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,10,"no","low","never","none","none","none","none","none"
"No","Red Sea",2007,10,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2009,5,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2009,10,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2011,5,"no","low","never","none","none","none","low","low"
"No","Red Sea",2011,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2001,3,"no","low","never","none","none","low","none","none"
"No","Red Sea",2001,10,"no","low","never","none","none","low","none","none"
"No","Red Sea",2001,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2006,10,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2016,10,"no","moderate","never","none","none","none","low","low"
"No","Red Sea",2014,5,"no","low","never","none","none","none","low","low"
"No","Red Sea",2014,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2015,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2004,10,"no","none","never","none","none","low","none","moderate"
"Yes","Red Sea",2002,10,"no","moderate","never","none","none","low","none","none"
"No","Red Sea",2004,4,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2004,11,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2004,11,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2005,10,"no","high","occasionally","none","none","none","none","moderate"
"No","Red Sea",2006,11,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2006,10,"no","moderate","occasionally","none","none","none","none","moderate"
"No","Red Sea",2006,15,"no","moderate","occasionally","none","none","none","none","moderate"
"No","Red Sea",2009,5,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2009,10,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2011,6,"no","high","occasionally","none","none","low","low","moderate"
"No","Red Sea",2011,10,"no","high","occasionally","none","none","low","low","moderate"
"No","Red Sea",2011,10,"no","low","occasionally","none","none","none","moderate","moderate"
"No","Red Sea",2011,5,"no","high","occasionally","none","none","low","low","low"
"No","Red Sea",2011,10,"no","high","occasionally","none","none","low","low","low"
"No","Red Sea",2012,10,"no","low","occasionally","none","none","none","moderate","moderate"
"No","Red Sea",2012,5,"no","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2012,10,"no","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2015,10,"no","high","occasionally","none","none","moderate","low","low"
"No","Red Sea",2016,5,"no","high","occasionally","none","none","moderate","low","low"
"No","Red Sea",2016,10,"no","high","occasionally","none","none","moderate","low","low"
"No","Red Sea",2013,5,"no","moderate","occasionally","none","none","moderate","low","none"
"No","Red Sea",2013,10,"no","moderate","occasionally","none","none","moderate","low","none"
"No","Red Sea",2013,5,"no","moderate","occasionally","none","none","moderate","low","none"
"No","Red Sea",2013,10,"no","moderate","occasionally","none","none","moderate","low","none"
"No","Red Sea",2014,5,"no","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2014,10,"no","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2015,5,"no","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2015,10,"no","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2015,5,"no","high","occasionally","none","none","moderate","low","low"
"No","Red Sea",2015,10,"no","high","occasionally","none","none","moderate","low","low"
"No","Red Sea",2003,10,"no","high","never","none","none","low","none","none"
"No","Red Sea",2002,5,"yes","moderate","never","none","none","none","none","none"
"Yes","Red Sea",2002,10,"yes","moderate","never","none","none","none","none","none"
"No","Red Sea",2004,11,"yes","high","often","none","none","moderate","none","none"
"No","Red Sea",2007,10,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,10,"no","low","never","none","none","none","none","none"
"No","Red Sea",2004,5,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2007,5,"no","low","never","none","none","none","none","low"
"No","Red Sea",2007,10,"no","low","never","none","none","none","none","low"
"No","Red Sea",2009,5,"no","low","never","none","none","low","none","none"
"No","Red Sea",2009,10,"no","low","never","none","none","low","none","none"
"No","Red Sea",2009,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2011,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2011,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2014,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2014,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2016,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2013,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2013,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2013,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2013,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2014,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2015,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2003,5,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2004,5,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2005,5,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2005,10.5,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2006,10,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2007,5,"no","low","occasionally","none","none","none","none","moderate"
"No","Red Sea",2004,5,"no","moderate","never","none","none","moderate","none","low"
"No","Red Sea",2004,5.5,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2005,8,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2007,10,"no","high","never","none","none","none","none","none"
"No","Red Sea",2016,10,"no","high","occasionally","none","none","low","low","none"
"No","Red Sea",2014,10,"no","moderate","occasionally","none","none","low","low","none"
"No","Red Sea",2015,10,"no","moderate","occasionally","none","none","low","low","none"
"No","Red Sea",2015,10,"no","moderate","occasionally","none","none","low","low","none"
"No","Red Sea",2016,10,"no","high","occasionally","none","none","low","low","none"
"No","Red Sea",2014,5,"no","high","occasionally","none","none","low","low","none"
"No","Red Sea",2014,10,"no","high","occasionally","none","none","low","low","none"
"No","Red Sea",2015,10,"no","high","occasionally","none","none","low","low","none"
"No","Red Sea",2012,4,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2012,11,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2005,4,"yes","high","occasionally","none","none","moderate","none","low"
"No","Red Sea",2002,10,"no","moderate","never","none","none","high","none","none"
"No","Red Sea",2005,8.5,"no","high","occasionally","none","none","moderate","none","moderate"
"No","Red Sea",2006,8.3,"no","high","occasionally","none","none","moderate","none","high"
"No","Red Sea",2007,10,"no","high","never","none","none","none","none","none"
"No","Red Sea",2009,10,"no","high","occasionally","none","none","low","none","none"
"No","Red Sea",2009,5,"no","high","occasionally","none","none","low","none","none"
"No","Red Sea",2011,10,"no","moderate","occasionally","none","none","none","low","low"
"No","Red Sea",2004,5,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2005,6.5,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2005,10.4,"no","high","occasionally","none","none","none","none","low"
"No","Red Sea",2006,6,"no","high","occasionally","none","none","none","none","high"
"No","Red Sea",2006,9.5,"no","high","occasionally","none","none","none","none","high"
"No","Red Sea",2009,5,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2009,10,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2011,5,"yes","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2011,10,"yes","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2011,5,"no","low","never","none","none","none","low","low"
"No","Red Sea",2011,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2011,5,"yes","moderate","occasionally","none","none","none","low","low"
"No","Red Sea",2011,10,"yes","moderate","occasionally","none","none","none","low","low"
"No","Red Sea",2012,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2012,5,"no","low","never","none","none","none","low","low"
"No","Red Sea",2012,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2015,5,"no","low","never","none","none","low","low","low"
"No","Red Sea",2015,10,"no","low","never","none","none","low","low","low"
"No","Red Sea",2016,10,"no","moderate","never","none","none","low","low","moderate"
"No","Red Sea",2013,5,"no","moderate","occasionally","none","none","low","low","none"
"No","Red Sea",2013,10,"no","moderate","occasionally","none","none","low","low","none"
"No","Red Sea",2014,5,"no","low","never","none","none","none","low","low"
"No","Red Sea",2014,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2014,5,"no","moderate","never","none","none","low","low","low"
"No","Red Sea",2014,10,"no","moderate","never","none","none","low","low","low"
"No","Red Sea",2015,5,"no","low","never","none","none","low","low","low"
"No","Red Sea",2015,10,"no","low","never","none","none","low","low","low"
"No","Red Sea",2009,10,"no","high","occasionally","none","none","low","none","none"
"No","Red Sea",2004,10,"yes","moderate","occasionally","none","none","low","none","low"
"No","Red Sea",2004,3,"no","moderate","often","none","none","none","none","low"
"No","Red Sea",2004,8,"no","moderate","often","none","none","none","none","low"
"No","Red Sea",2007,5,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2007,10,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2009,5,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2009,10,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2011,5,"yes","moderate","never","none","none","none","low","low"
"No","Red Sea",2011,10,"yes","moderate","never","none","none","none","low","low"
"No","Red Sea",2011,5,"no","high","never","none","none","none","low","high"
"No","Red Sea",2011,10,"no","high","never","none","none","none","low","high"
"No","Red Sea",2011,5,"yes","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2011,10,"yes","moderate","occasionally","none","none","low","low","low"
"No","Red Sea",2012,10,"no","high","never","none","none","none","low","high"
"No","Red Sea",2012,5,"no","high","never","none","none","none","low","high"
"No","Red Sea",2012,10,"no","high","never","none","none","none","low","high"
"No","Red Sea",2014,5,"no","high","never","none","none","low","low","low"
"No","Red Sea",2016,10,"no","high","never","none","none","low","low","high"
"No","Red Sea",2013,5,"no","moderate","never","none","none","low","low","none"
"No","Red Sea",2013,10,"no","moderate","never","none","none","low","low","none"
"No","Red Sea",2013,5,"no","moderate","never","none","none","low","low","none"
"No","Red Sea",2013,10,"no","moderate","never","none","none","low","low","none"
"No","Red Sea",2014,10,"no","high","never","none","none","low","low","low"
"No","Red Sea",2015,10,"no","high","never","none","none","low","low","moderate"
"No","Red Sea",2004,5,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2004,10,"no","low","occasionally","none","none","low","none","none"
"No","Red Sea",2008,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2008,10,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,10,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2008,10,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2008,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,10,"no","low","occasionally","none","none","none","none","none"
"No","Indian",2001,14.5,"yes","low","never","none","none","none","none","none"
"No","Indian",2001,15,"yes","low","never","none","none","none","none","none"
"No","Red Sea",2004,7.5,"no","moderate","occasionally","none","none","low","none","low"
"No","Red Sea",2014,6,"no","high","occasionally","none","none","low","none","none"
"No","Red Sea",2001,3,"no","low","never","none","none","none","none","none"
"No","Red Sea",2001,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2004,5,"no","high","never","none","none","none","none","none"
"No","Red Sea",2004,11,"no","high","never","none","none","none","none","none"
"No","Red Sea",2009,3,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2011,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2011,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2013,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2013,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2008,5,"no","none","never","none","none","none","none","none"
"No","Red Sea",2008,10,"no","none","never","none","none","none","none","none"
"No","Red Sea",2001,11.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,3.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,7.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2011,3.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2011,8.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2013,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2013,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2015,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2015,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2009,3.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2009,8,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2011,3.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2011,8.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2013,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2013,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2013,3.5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2015,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2015,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2017,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2005,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2010,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2010,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2012,3.5,"no","moderate","never","none","none","none","none","none"
"No","Red Sea",2012,8.5,"no","moderate","never","none","none","none","none","none"
"No","Red Sea",2003,4,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2003,8,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2004,6,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2004,12,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2005,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2007,5,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2007,11,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2005,4,"no","high","occasionally","none","none","none","none","none"
"No","Red Sea",2007,6,"no","high","occasionally","none","none","none","none","none"
"No","Red Sea",2012,5,"no","moderate","occasionally","none","none","none","none","none"
"No","Red Sea",2012,10,"no","moderate","occasionally","none","none","none","none","none"
"No","Red Sea",2010,3.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2010,8.5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2012,3.5,"no","moderate","never","none","none","none","none","none"
"No","Red Sea",2012,8.5,"no","moderate","never","none","none","none","none","none"
"No","Red Sea",2015,3.5,"no","none","never","none","none","none","none","none"
"No","Red Sea",2015,8.5,"no","none","never","none","none","none","none","none"
"No","Red Sea",2010,5,"no","moderate","never","none","none","none","none","none"
"No","Red Sea",2010,8.5,"no","moderate","never","none","none","none","none","none"
"No","Red Sea",2012,5,"no","low","never","none","none","low","none","none"
"No","Red Sea",2012,8.5,"no","low","never","none","none","low","none","none"
"No","Red Sea",2009,10,"no","low","occasionally","none","none","none","none","low"
"No","Red Sea",2011,10,"yes","low","occasionally","none","none","none","none","low"
"No","Red Sea",2012,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2013,5,"no","low","never","none","none","none","low","low"
"No","Red Sea",2013,10,"no","low","never","none","none","none","low","low"
"No","Red Sea",2004,8,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2004,5,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2004,11,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2005,5.5,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2007,6,"no","moderate","never","none","none","low","none","none"
"No","Red Sea",2007,12,"no","moderate","never","none","none","low","none","none"
"No","Red Sea",2009,7.5,"no","moderate","never","none","none","low","none","none"
"No","Red Sea",2013,8,"no","moderate","never","none","none","low","none","none"
"No","Red Sea",2012,5,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2012,10,"no","moderate","occasionally","none","none","low","none","none"
"No","Red Sea",2001,3,"yes","moderate","never","none","none","moderate","low","none"
"Yes","Red Sea",2001,7,"yes","moderate","never","none","none","moderate","low","none"
"No","Red Sea",2003,4,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2003,8,"no","moderate","occasionally","none","none","none","none","low"
"No","Red Sea",2013,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2012,5,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2012,9,"no","low","occasionally","none","none","none","none","none"
"No","Red Sea",2014,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2003,6.5,"no","moderate","never","none","none","none","none","low"
"No","Red Sea",2014,5,"no","low","never","none","none","none","none","none"
"No","Red Sea",2007,6,"no","low","never","none","none","none","none","none"
